key,text,tag,file,type,protected_text,translated
RimatomicsActivate.description,A probe has been detected in orbit! It seems to be sending signals to the surface; maybe we can decipher its message.,description,ResearchProjectDef/ResearchProjectDef.xml,def,A probe has been detected in orbit! It seems to be sending signals to the surface; maybe we can decipher its message.,在轨道上检测到探测器！它似乎正在向地面发送信号；也许我们可以破译它的信息。
Failure_FacilityBreakdown.label,Facility Breakdown,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Facility Breakdown,设施故障
Failure_FacilityBreakdown.description,The facility has broken down during research,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility has broken down during research,该设施在研究过程中损坏发生故障
Failure_RadiationLeak.label,Radiation Leak,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Radiation Leak,辐射泄漏
Failure_RadiationLeak.description,The facility is leaking a short burst of radiation,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility is leaking a short burst of radiation,该设施正在泄漏短暂的辐射
Failure_MicrowaveLeak.label,Microwave Leak,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Microwave Leak,微波泄漏
Failure_MicrowaveLeak.description,The facility is leaking microwave radiation,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility is leaking microwave radiation,该设施正在泄漏微波辐射
Failure_AcidLeak.label,Acid Leak,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Acid Leak,酸泄漏
Failure_AcidLeak.description,The facility is leaking acid,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility is leaking acid,该设施正在泄漏酸
Failure_GasLeak.label,Gas Leak,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Gas Leak,煤气泄漏
Failure_GasLeak.description,The facility is leaking toxic gas,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility is leaking toxic gas,该设施泄漏有毒气体
Failure_BlindingFlash.label,Blinding Flash,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Blinding Flash,致盲闪光
Failure_BlindingFlash.description,A blinding flash of light has emanated from the facility,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,A blinding flash of light has emanated from the facility,该设施发出耀眼的闪光
Failure_ArcDischarge.label,Arc Discharge,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Arc Discharge,电弧放电
Failure_ArcDischarge.description,An arc of high voltage electricity shot from the facility,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,An arc of high voltage electricity shot from the facility,从设施中射出高压电弧
Failure_LaserDischarge.label,Laser Discharge,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Laser Discharge,激光放电
Failure_LaserDischarge.description,A Laser discharge shot from the facility,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,A Laser discharge shot from the facility,从该设施拍摄的激光放电照片
Failure_Overvoltage.label,Overvoltage,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Overvoltage,过电压
Failure_Overvoltage.description,The facility has suffered a power surge and started a fire,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility has suffered a power surge and started a fire,该设施遭遇电涌并引发火灾
Failure_ShortCircuit.label,Short Circuit,label,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,Short Circuit,短路
Failure_ShortCircuit.description,The facility has short-circuited. Switch off the power immediately or the building will be destroyed!,description,RimatomicsFailureDef/RimatomicsFailureDef.xml,def,The facility has short-circuited. Switch off the power immediately or the building will be destroyed!,该设施已短路。立即关闭电源，否则建筑物将被摧毁！
Geigercounter1.label,Research radiation detectors,label,ResearchStepDef/ResearchStepDef.xml,def,Research radiation detectors,研究辐射探测器
Geigercounter1.description,A skilled researcher needs to study the designs and learn how the radiation detectors work.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the designs and learn how the radiation detectors work.,熟练的研究人员需要研究设计并了解辐射探测器的工作原理。
Geigercounter2.label,Evaluate components,label,ResearchStepDef/ResearchStepDef.xml,def,Evaluate components,评估组件
Geigercounter2.description,A skilled crafter needs to figure out how to build and maintain radiation detectors for all colonists using the resources and tools available.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled crafter needs to figure out how to build and maintain radiation detectors for all colonists using the resources and tools available.,熟练的工匠需要弄清楚如何使用可用的资源和工具为所有殖民者建造和维护辐射探测器。
RadiationSuits1.label,Research radiation suits,label,ResearchStepDef/ResearchStepDef.xml,def,Research radiation suits,研究防辐射服
RadiationSuits1.description,A skilled researcher needs to study the designs and learn how the radiation suits work before we can start making our own.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the designs and learn how the radiation suits work before we can start making our own.,熟练的研究人员需要研究设计并了解防辐射服的工作原理，然后我们才能开始制造自己的防辐射服。
RadiationSuits2.label,Evaluate components,label,ResearchStepDef/ResearchStepDef.xml,def,Evaluate components,评估组件
RadiationSuits2.description,A skilled crafter needs to draw up plans for tailoring radiation suits using the resources and tools available to us.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled crafter needs to draw up plans for tailoring radiation suits using the resources and tools available to us.,熟练的工匠需要利用我们可用的资源和工具制定定制防辐射服的计划。
NuclearResearch1.label,Research reactor technology,label,ResearchStepDef/ResearchStepDef.xml,def,Research reactor technology,研究堆技术
NuclearResearch1.description,A skilled researcher needs to study the designs and learn how the research reactor works before we can build our own.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the designs and learn how the research reactor works before we can build our own.,熟练的研究人员需要研究设计并了解研究堆的工作原理，然后才能建造自己的研究堆。
NuclearResearchConstruct.label,Construct a research reactor,label,TestForReactor/TestForReactor.xml,def,Construct a research reactor,建造研究堆
NuclearResearchConstruct.description,"Construct a research reactor. Colonists will need access to the reactor for experimentation. It is advised to build the reactor in a secure, fireproof lab.",description,TestForReactor/TestForReactor.xml,def,"Construct a research reactor. Colonists will need access to the reactor for experimentation. It is advised to build the reactor in a secure, fireproof lab.",建造一个研究堆。殖民者需要进入反应堆进行实验。建议在安全、防火的实验室中建造反应堆。
NuclearResearchPractical.label,Research and train,label,ResearchStepDef/ResearchStepDef.xml,def,Research and train,研究和培训
NuclearResearchPractical.description,Install reactor control software and perform training exercises while testing the reactor's capabilities.,description,ResearchStepDef/ResearchStepDef.xml,def,Install reactor control software and perform training exercises while testing the reactor's capabilities.,安装反应堆控制软件并进行培训练习，同时测试反应堆的能力。
NuclearReactorResearchPhase.label,Research nuclear reactors,label,ResearchStepDef/ResearchStepDef.xml,def,Research nuclear reactors,研究核反应堆
NuclearReactorResearchPhase.description,A skilled researcher needs to study the Rimatomics reactor designs and prepare for the construction of our first power reactor.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the Rimatomics reactor designs and prepare for the construction of our first power reactor.,熟练的研究人员需要研究 Rimatomics 反应堆设计并为建造我们的第一个动力反应堆做好准备。
NuclearReactorExperiments.label,Experiment with research reactors (High Risk),label,ResearchStepDef/ResearchStepDef.xml,def,Experiment with research reactors (High Risk),研究堆实验（高风险）
NuclearReactorExperiments.description,A skilled researcher needs to experiment with the research reactor. This step has a chance for catastrophic failures!,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to experiment with the research reactor. This step has a chance for catastrophic failures!,熟练的研究人员需要使用研究堆进行实验。这一步有可能会导致灾难性的失败！
BuildReactorCore.label,Build a reactor core,label,ResearchStepDef/ResearchStepDef.xml,def,Build a reactor core,建造反应堆堆芯
BuildReactorCore.description,"Build the frame for a nuclear reactor core. Note that once the frame is complete, more work must be done to finish constructing the core. It is highly recommended that the core be built in a containment room to protect colonists during fuel transfer. The thickness of the wall and HP of the materials used determines how much radiation is absorbed. We advise leaving space around the core as the frequency of radiation damage also decreases over distance.",description,ResearchStepDef/ResearchStepDef.xml,def,"Build the frame for a nuclear reactor core. Note that once the frame is complete, more work must be done to finish constructing the core. It is highly recommended that the core be built in a containment room to protect colonists during fuel transfer. The thickness of the wall and HP of the materials used determines how much radiation is absorbed. We advise leaving space around the core as the frequency of radiation damage also decreases over distance.",建造核反应堆堆芯的框架。请注意，框架完成后，必须做更多的工作才能完成核心的构建。强烈建议将核心建造在收容室中，以在燃料传输过程中保护殖民者。壁的厚度和所用材料的 HP 决定了吸收的辐射量。我们建议在核心周围留出空间，因为辐射损伤的频率也会随着距离的增加而降低。
BuildReactorTurbine.label,Build a turbine generator,label,TestForHeatexchanger/TestForHeatexchanger.xml,def,Build a turbine generator,建造涡轮发电机
BuildReactorTurbine.description,"The turbine requires a large quantity of turbine blades, which can be manufactured at a Rimatomics machining table.",description,TestForHeatexchanger/TestForHeatexchanger.xml,def,"The turbine requires a large quantity of turbine blades, which can be manufactured at a Rimatomics machining table.",该涡轮机需要大量涡轮叶片，这些叶片可以在 Rimatomics 加工台上制造。
TestForCore.label,Connect the reactor to the turbine,label,TestForCore/TestForCore.xml,def,Connect the reactor to the turbine,将反应堆连接到涡轮机
TestForCore.description,"Connect the reactor core to the turbine generator by constructing a (Steam pipe), and (Cold water pipe) between them. Turbines are not dangerous, and can be built outside of shielded containment rooms, but must be indoors.",description,TestForCore/TestForCore.xml,def,"Connect the reactor core to the turbine generator by constructing a (Steam pipe), and (Cold water pipe) between them. Turbines are not dangerous, and can be built outside of shielded containment rooms, but must be indoors.",通过在反应堆堆芯和涡轮发电机之间构建（蒸汽管）和（冷水管）将它们连接起来。涡轮机并不危险，可以建在屏蔽室外部，但必须建在室内。
BuildReactorCooling.label,Build a cooling system,label,TestForCoolingSystem/TestForCoolingSystem.xml,def,Build a cooling system,建立冷却系统
BuildReactorCooling.description,"Build one of the available cooling systems and connect it to a turbine using (Coolant pipe). There are three available cooling systems>: water cooling requires rivers or large bodies of water, cooling towers require a lot of power and space and must be placed outside, and radiators have the lowest cooling capacity, but are smaller and cheaper to build and can be placed indoors.",description,TestForCoolingSystem/TestForCoolingSystem.xml,def,"Build one of the available cooling systems and connect it to a turbine using (Coolant pipe). There are three available cooling systems>: water cooling requires rivers or large bodies of water, cooling towers require a lot of power and space and must be placed outside, and radiators have the lowest cooling capacity, but are smaller and cheaper to build and can be placed indoors.",构建可用的冷却系统之一，并使用（冷却剂管道）将其连接到涡轮机。有三种可用的冷却系统>：水冷却需要河流或大型水体，冷却塔需要大量电力和空间，必须放置在室外，散热器的冷却能力最低，但体积更小，建造成本更低，可以放置在室内。
BuildTransformer.label,Build a power transformer,label,TestForTranny/TestForTranny.xml,def,Build a power transformer,建造一个电源变压器
BuildTransformer.description,Build a power transformer and connect it to the turbine using high voltage cables. A single transformer can convert up to 200kw of power from a turbine into usable electricity. Multiple transformers can be used to power different power grids. Power limit settings allow you to redistribute the power output between power grids.,description,TestForTranny/TestForTranny.xml,def,Build a power transformer and connect it to the turbine using high voltage cables. A single transformer can convert up to 200kw of power from a turbine into usable electricity. Multiple transformers can be used to power different power grids. Power limit settings allow you to redistribute the power output between power grids.,建造一个电力变压器并使用高压电缆将其连接到涡轮机。单个变压器可将涡轮机产生的高达 200 千瓦的电力转换为可用电力。多个变压器可用于为不同的电网供电。功率限制设置允许您在电网之间重新分配功率输出。
BuildControlComputer.label,Build a reactor control computer,label,TestForReactorControl/TestForReactorControl.xml,def,Build a reactor control computer,建造反应堆控制计算机
BuildControlComputer.description,"Build a reactor control computer and connect it to the nuclear reactor core using (Controller loom). This console is used to control reactor cores. They can be paired with specific cores by assigning an ID, allowing you to chain connections from core to core. Send a colonist to man the station to access the controls. Multiple controls can be open at the same time.",description,TestForReactorControl/TestForReactorControl.xml,def,"Build a reactor control computer and connect it to the nuclear reactor core using (Controller loom). This console is used to control reactor cores. They can be paired with specific cores by assigning an ID, allowing you to chain connections from core to core. Send a colonist to man the station to access the controls. Multiple controls can be open at the same time.",构建反应堆控制计算机并使用（Controller loom）将其连接到核反应堆堆芯。该控制台用于控制反应堆堆芯。它们可以通过分配 ID 与特定核心配对，从而允许您在核心之间进行 锁链 连接。派一名殖民者到空间站操作控制装置。可以同时打开多个控件。
TestReactor.label,Test the nuclear reactor,label,ResearchStepDef/ResearchStepDef.xml,def,Test the nuclear reactor,测试核反应堆
TestReactor.description,"Construct or purchase nuclear fuel rods and load them into the reactor core using the reactor console to designate slots for loading. Load at least two fuel assemblies side-by-side to create a chain, use the reactor console to start the core, and then raise the control rods to 8% or higher to start gathering data.",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct or purchase nuclear fuel rods and load them into the reactor core using the reactor console to designate slots for loading. Load at least two fuel assemblies side-by-side to create a chain, use the reactor console to start the core, and then raise the control rods to 8% or higher to start gathering data.",建造或购买核燃料棒，并使用反应堆控制台指定装载槽将其装载到反应堆堆芯中。并排装载至少两个燃料组件以创建链，使用反应堆控制台启动堆芯，然后将控制棒提升到8％或更高以开始收集数据。
Plutonium1.label,Research plutonium processing,label,ResearchStepDef/ResearchStepDef.xml,def,Research plutonium processing,研究钚加工
Plutonium1.description,"A skilled researcher needs to study how plutonium processing works, and finalize designs for a prototype fuel reprocessing facility.",description,ResearchStepDef/ResearchStepDef.xml,def,"A skilled researcher needs to study how plutonium processing works, and finalize designs for a prototype fuel reprocessing facility.",熟练的研究人员需要研究钚处理的工作原理，并最终确定原型燃料后处理设施的设计。
Plutonium2.label,Construct a Plutonium Processor,label,ResearchStepDef/ResearchStepDef.xml,def,Construct a Plutonium Processor,建造钚处理器
Plutonium2.description,"Construct a Plutonium Processor. To reduce the duration of exposure while handling radioactive fuel, it is advised that you locate the plutonium processor a short distance from reactors or spent fuel storage. Radiation suits will be required for workers that are moving radioactive fuel.",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct a Plutonium Processor. To reduce the duration of exposure while handling radioactive fuel, it is advised that you locate the plutonium processor a short distance from reactors or spent fuel storage. Radiation suits will be required for workers that are moving radioactive fuel.",建造一个钚处理器。为了减少处理放射性燃料时的暴露时间，建议将钚处理器放置在距离反应堆或乏燃料储存处较近的位置。搬运放射性燃料的工人需要穿着防辐射服。
Plutonium3.label,Experiment with the plutonium processor (High Risk),label,ResearchStepDef/ResearchStepDef.xml,def,Experiment with the plutonium processor (High Risk),实验钚处理器（高风险）
Plutonium3.description,"Experiment with the prototype plutonium processor, ensuring that it is functioning correctly.",description,ResearchStepDef/ResearchStepDef.xml,def,"Experiment with the prototype plutonium processor, ensuring that it is functioning correctly.",对原型钚处理器进行实验，确保其正常运行。
AdvReactor1.label,Experiment with research reactors (High Risk),label,ResearchStepDef/ResearchStepDef.xml,def,Experiment with research reactors (High Risk),研究堆实验（高风险）
AdvReactor1.description,A skilled researcher needs to experiment with the research reactor. This step has a chance for catastrophic failures!,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to experiment with the research reactor. This step has a chance for catastrophic failures!,熟练的研究人员需要使用研究堆进行实验。这一步有可能会导致灾难性的失败！
AdvReactor2.label,Research nuclear reactors,label,ResearchStepDef/ResearchStepDef.xml,def,Research nuclear reactors,研究核反应堆
AdvReactor2.description,A skilled researcher needs to finalize the design of the advanced reactors before they are ready for construction.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to finalize the design of the advanced reactors before they are ready for construction.,熟练的研究人员需要在先进反应堆准备建造之前完成其设计。
AdvReactor3.label,Build an advanced reactor core,label,ResearchStepDef/ResearchStepDef.xml,def,Build an advanced reactor core,建造先进的反应堆堆芯
AdvReactor3.description,Build an advanced nuclear reactor core. It is highly recommended that the core be built in a shielded containment room to protect colonists during fuel transfer.,description,ResearchStepDef/ResearchStepDef.xml,def,Build an advanced nuclear reactor core. It is highly recommended that the core be built in a shielded containment room to protect colonists during fuel transfer.,建造先进的核反应堆堆芯。强烈建议将核心建造在屏蔽收容室中，以在燃料传输过程中保护殖民者。
AdvReactor4.label,Test the nuclear reactor,label,ResearchStepDef/ResearchStepDef.xml,def,Test the nuclear reactor,测试核反应堆
AdvReactor4.description,Power up the advanced reactor and start producing power to gather data.,description,ResearchStepDef/ResearchStepDef.xml,def,Power up the advanced reactor and start producing power to gather data.,启动先进反应堆并开始发电以收集数据。
RTG1.label,Research RTGs,label,ResearchStepDef/ResearchStepDef.xml,def,Research RTGs,研究 RTG
RTG1.description,A skilled researcher needs to study the designs and learn how Radioisotope Thermoelectric Generators work before we can start making our own.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the designs and learn how Radioisotope Thermoelectric Generators work before we can start making our own.,在我们开始制造自己的发电机之前，熟练的研究人员需要研究设计并了解放射性同位素热电发电机的工作原理。
RTG2.label,Create plutonium,label,ResearchStepDef/ResearchStepDef.xml,def,Create plutonium,制造钚
RTG2.description,"Create some plutonium, which is required to make an RTG. To do this, spent nuclear fuel from a reactor must be processed in a plutonium processor.",description,ResearchStepDef/ResearchStepDef.xml,def,"Create some plutonium, which is required to make an RTG. To do this, spent nuclear fuel from a reactor must be processed in a plutonium processor.",制造一些制造 RTG 所需的钚。为此，反应堆中的乏核燃料必须在钚处理器中进行处理。
RTG3.label,Evaluate components,label,ResearchStepDef/ResearchStepDef.xml,def,Evaluate components,评估组件
RTG3.description,A skilled crafter needs to plan how we can make the components required for a Radioisotope Thermoelectric Generator from the resources available to us.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled crafter needs to plan how we can make the components required for a Radioisotope Thermoelectric Generator from the resources available to us.,熟练的工匠需要计划如何利用我们可用的资源制造放射性同位素热电发电机所需的组件。
ICBM1.label,Research nuclear weapons,label,ResearchStepDef/ResearchStepDef.xml,def,Research nuclear weapons,研究核武器
ICBM1.description,A skilled researcher needs to study the designs and learn how nuclear weapons work before we can start making our own.,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the designs and learn how nuclear weapons work before we can start making our own.,在我们开始制造自己的核武器之前，熟练的研究人员需要研究设计并了解核武器的工作原理。
ICBM2.label,Create plutonium,label,ResearchStepDef/ResearchStepDef.xml,def,Create plutonium,制造钚
ICBM2.description,"Create some plutonium, which is required to make a bomb. To do this, spent nuclear fuel from a reactor must be processed in a plutonium processor.",description,ResearchStepDef/ResearchStepDef.xml,def,"Create some plutonium, which is required to make a bomb. To do this, spent nuclear fuel from a reactor must be processed in a plutonium processor.",制造一些制造炸弹所需的钚。为此，反应堆中的乏核燃料必须在钚处理器中进行处理。
ICBM3.label,Experiment with the research reactor,label,ResearchStepDef/ResearchStepDef.xml,def,Experiment with the research reactor,研究堆实验
ICBM3.description,Experiment with the research reactor to gain a greater understanding of nuclear physics before we attempt to build a weapon.,description,ResearchStepDef/ResearchStepDef.xml,def,Experiment with the research reactor to gain a greater understanding of nuclear physics before we attempt to build a weapon.,在我们尝试制造武器之前，先对研究堆进行实验，以更好地了解核物理。
ICBM4.label,Construct a weapons console,label,ResearchStepDef/ResearchStepDef.xml,def,Construct a weapons console,建造一个武器控制台
ICBM4.description,"Construct a weapons console. The weapons console is a manned target acquisition computer required by all energy weapons. It networks to any Rimatomics energy weapons that share the same power net, then detects enemies using the onboard sensors of the weapons and the Target Acquisition System to assign targets. The main display features real-time ground and air target tracking, and a PPC capacity gauge displays the total stored PPC energy on the net.",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct a weapons console. The weapons console is a manned target acquisition computer required by all energy weapons. It networks to any Rimatomics energy weapons that share the same power net, then detects enemies using the onboard sensors of the weapons and the Target Acquisition System to assign targets. The main display features real-time ground and air target tracking, and a PPC capacity gauge displays the total stored PPC energy on the net.",建造一个武器控制台。武器控制台是所有能源武器都需要的载人目标捕获计算机。它与共享同一电网的任何 Rimatomics 能源武器联网，然后使用武器的机载传感器和目标获取系统来检测敌人以分配目标。主显示屏具有实时地面和空中目标跟踪功能，PPC 容量表显示网络上存储的总 PPC 能量。
ICBM5.label,Construct a Target Acquisition and Communications System (TACS),label,ResearchStepDef/ResearchStepDef.xml,def,Construct a Target Acquisition and Communications System (TACS),构建目标捕获和通信系统（TACS）
ICBM5.description,"Construct a TACS. The system uses a combination of technologies to track land- and air-based targets. This includes living or robotic targets, projectiles such as mortar shells or railgun sabot rounds, and long-range tracking of ballistic missiles.",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct a TACS. The system uses a combination of technologies to track land- and air-based targets. This includes living or robotic targets, projectiles such as mortar shells or railgun sabot rounds, and long-range tracking of ballistic missiles.",构建 TACS。该系统使用多种技术来跟踪陆基和空基目标。这包括活体或机器人目标、迫击炮 炮弹 或轨道炮弹壳等射弹，以及弹道导弹的远程跟踪。
ICBM6.label,Construct a Liberator,label,ResearchStepDef/ResearchStepDef.xml,def,Construct a Liberator,建造一个解放者
ICBM6.description,Construct a Liberator. It must be connected via power conduit to a weapons console to control the launch systems.,description,ResearchStepDef/ResearchStepDef.xml,def,Construct a Liberator. It must be connected via power conduit to a weapons console to control the launch systems.,建造一个解放者。它必须通过电源导管连接到武器控制台以控制发射系统。
ICBM7.label,Gather weapons data,label,ResearchStepDef/ResearchStepDef.xml,def,Gather weapons data,收集武器数据
ICBM7.description,"Launch a strategic missile at any target to gather data. The amount of data gathered depends on the success of the launch, with a successful detonation on the target giving the maximum amount of data.",description,ResearchStepDef/ResearchStepDef.xml,def,"Launch a strategic missile at any target to gather data. The amount of data gathered depends on the success of the launch, with a successful detonation on the target giving the maximum amount of data.",向任何目标发射战略导弹以收集数据。收集的数据量取决于发射的成功与否，目标上的成功爆炸会提供最大量的数据。
EnergyWeapons1.label,Research energy weapons,label,ResearchStepDef/ResearchStepDef.xml,def,Research energy weapons,研究能源武器
EnergyWeapons1.description,A skilled researcher needs to study how Rimatomics energy weapons work,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study how Rimatomics energy weapons work,熟练的研究人员需要研究 Rimatomics 能源武器的工作原理
ConstructWeaponBenchStep.label,Construct a Weapons Research Bench,label,ResearchStepDef/ResearchStepDef.xml,def,Construct a Weapons Research Bench,建造武器研究台
ConstructWeaponBenchStep.description,"Construct a Weapons Research Bench, equipped with specialized equipment for prototyping and testing a wide range of energy weapons, it is a required facility for most energy weapons research and testing, colonists will need access to the bench for experimentation, it is advised to build it in a secure fireproof lab.",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct a Weapons Research Bench, equipped with specialized equipment for prototyping and testing a wide range of energy weapons, it is a required facility for most energy weapons research and testing, colonists will need access to the bench for experimentation, it is advised to build it in a secure fireproof lab.",建造一个武器研究台，配备用于原型设计和测试各种能源武器的专用设备，它是大多数能源武器研究和测试所需的设施，殖民者需要使用该台进行实验，建议将其建造在安全的防火实验室中。
EnergyWeapExperiments.label,Experiment with energy weapons,label,ResearchStepDef/ResearchStepDef.xml,def,Experiment with energy weapons,能量武器实验
EnergyWeapExperiments.description,"Researchers must perform experiments using the new weapons research bench and lay the foundations for future projects, Rimatomics energy weapons are not plug and play and the technology must be tested and understood.\nExperimentation steps can be dangerous",description,ResearchStepDef/ResearchStepDef.xml,def,"Researchers must perform experiments using the new weapons research bench and lay the foundations for future projects, Rimatomics energy weapons are not plug and play and the technology must be tested and understood.(PH_1)Experimentation steps can be dangerous","研究人员必须使用新武器研究台进行实验，并为未来的项目奠定基础，Rimatomics 能量武器不是 插头 和游戏，必须测试和理解该技术。
实验步骤可能很危险"
EnergyWeapons5.label,Construct a Semi Automated Command Station (SACS),label,ResearchStepDef/ResearchStepDef.xml,def,Construct a Semi Automated Command Station (SACS),建造半自动化指挥站（SACS）
EnergyWeapons5.description,"Construct a SACS, this console is a target acquisition computer required by all energy weapons, it networks to all Rimatomics energy weapons that share the same power net, then it assigns targets using the onboard sensors of the weapons combined with the Target Acquisition System (TACS).\n\nThe main display features a real time ground target and aerial projectile tracker, and a gauge displays the total stored PPC energy on the net.\nSome weapons require the console to be manned to function, this will be displayed in the inspect tab for the weapon",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct a SACS, this console is a target acquisition computer required by all energy weapons, it networks to all Rimatomics energy weapons that share the same power net, then it assigns targets using the onboard sensors of the weapons combined with the Target Acquisition System (TACS).(PH_3)(PH_2)The main display features a real time ground target and aerial projectile tracker, and a gauge displays the total stored PPC energy on the net.(PH_1)Some weapons require the console to be manned to function, this will be displayed in the inspect tab for the weapon","构建一个 SACS，该控制台是所有能量武器所需的目标捕获计算机，它与共享同一电网的所有 Rimatomics 能量武器联网，然后使用武器的机载传感器结合目标捕获系统 (TACS) 来分配目标。

主显示器具有实时地面目标和空中射弹跟踪器，仪表显示上存储的总 PPC 能量。 net.
某些武器需要控制台有人操作才能运行，这将显示在武器的检查选项卡中"
EnergyWeapons6.label,Construct a Target Acquisition and Communications System (TACS),label,ResearchStepDef/ResearchStepDef.xml,def,Construct a Target Acquisition and Communications System (TACS),构建目标捕获和通信系统（TACS）
EnergyWeapons6.description,"Construct a TACS. The system uses a combination of technologies to track land and air based targets, this includes living or robotic targets, projectiles such as mortar shells or railgun sabot rounds, and long range tracking of ballistic missiles. The information is routed to a SACS console where targets are selected and tracking information can be displayed",description,ResearchStepDef/ResearchStepDef.xml,def,"Construct a TACS. The system uses a combination of technologies to track land and air based targets, this includes living or robotic targets, projectiles such as mortar shells or railgun sabot rounds, and long range tracking of ballistic missiles. The information is routed to a SACS console where targets are selected and tracking information can be displayed",构建 TACS。该系统使用多种技术来跟踪陆地和空中目标，包括活体或机器人目标、迫击炮炮弹或轨道炮弹丸等射弹，以及弹道导弹的远程跟踪。信息被路由到 SACS 控制台，在其中选择目标并显示跟踪信息
EnergyWeapons7.label,Construct a Pulsed Power Container (PPC),label,TestForWeaponsConsole/TestForWeaponsConsole.xml,def,Construct a Pulsed Power Container (PPC),构建脉冲功率容器 (PPC)
EnergyWeapons7.description,Construct a Pulsed Power Container (PPC) and connect it to the same power net as the SACS.\n\nThese ultra-capacitors are much more efficient than standard batteries and are designed to provide the large jolts of power required by Rimatomics energy weapons. They are housed in a waterproof container and charged with excess power like a standard battery. We recommend using transformers to create isolated powernets for your PPC's and weapon arrays,description,TestForWeaponsConsole/TestForWeaponsConsole.xml,def,Construct a Pulsed Power Container (PPC) and connect it to the same power net as the SACS.(PH_2)(PH_1)These ultra-capacitors are much more efficient than standard batteries and are designed to provide the large jolts of power required by Rimatomics energy weapons. They are housed in a waterproof container and charged with excess power like a standard battery. We recommend using transformers to create isolated powernets for your PPC's and weapon arrays,"构建一个脉冲功率容器 (PPC) 并将其连接到与 SACS 相同的电网。

这些超级电容器比标准电池效率更高，旨在提供 Rimatoomics 能源武器所需的大量电力。它们被安置在防水容器中，并像标准电池一样充满多余的电量。我们建议使用变压器为您的 PPC 和武器阵列创建隔离的电源网"
ADS1.label,Research the ADS,label,ResearchStepDef/ResearchStepDef.xml,def,Research the ADS,研究ADS
ADS1.description,A skilled researcher needs to study the designs and learn how the ADS works before we can build our own,description,ResearchStepDef/ResearchStepDef.xml,def,A skilled researcher needs to study the designs and learn how the ADS works before we can build our own,在我们构建自己的 ADS 之前，熟练的研究人员需要研究设计并了解 ADS 的工作原理
ADS2.label,Experiment with energy weapons,label,ResearchStepDef/ResearchStepDef.xml,def,Experiment with energy weapons,能量武器实验
ADS2.description,"Researchers must perform experiments using the new weapons research bench and lay the foundations for future projects, Rimatomics energy weapons are not plug and play and the technology must be tested and understood.\nExperimentation steps can be dangerous",description,ResearchStepDef/ResearchStepDef.xml,def,"Researchers must perform experiments using the new weapons research bench and lay the foundations for future projects, Rimatomics energy weapons are not plug and play and the technology must be tested and understood.(PH_1)Experimentation steps can be dangerous","研究人员必须使用新武器研究台进行实验，并为未来的项目奠定基础，Rimatomics 能量武器不是 插头 和游戏，必须测试和理解该技术。
实验步骤可能很危险"
ADS4.label,Construct a prototype ADS,label,ResearchStepDef/ResearchStepDef.xml,def,Construct a prototype ADS,构建 ADS 原型
